essay_id,topic,component_id,component_type,text
essay66,Technology keeps traditional skills and ways of life alive or not?,T4,Premise,Only when traditional culture is integrated with the modern technology can it be developed in the long run
essay66,Technology keeps traditional skills and ways of life alive or not?,T3,Claim,technology indeed supports the preservation and promotion of traditional techniques and lifestyles
essay66,Technology keeps traditional skills and ways of life alive or not?,T5,Claim,"In terms of time and space, technology makes it more efficient and effective to promote the traditional skills and ways of life"
essay66,Technology keeps traditional skills and ways of life alive or not?,T6,Premise,"In the past, only when people went to the local place could they experience the specific traditional lifestyles"
essay66,Technology keeps traditional skills and ways of life alive or not?,T7,Premise,This means individuals who were engaged in work and therefore could not spare time to travel or restricted by traffic conditions had to miss the chance to appreciate the traditional skills
essay66,Technology keeps traditional skills and ways of life alive or not?,T8,Premise,"with the access to the Internet, one of the greatest innovations in modern society, humankind can acquire the traditional techniques displayed online anytime, anywhere"
essay66,Technology keeps traditional skills and ways of life alive or not?,T9,Claim,"technology enriches the way of displaying traditional cultural heritage, making it more vivid and appealing"
essay66,Technology keeps traditional skills and ways of life alive or not?,T10,Premise,"China has successfully promoted traditional techniques in the Shanghai World Expo, using a variety of state-of –the-art technological methods, such as robots and LED screens"
essay66,Technology keeps traditional skills and ways of life alive or not?,T11,Premise,many tourists around the world marveled at the perfect synthesis of the modern technology and the traditional culture
essay66,Technology keeps traditional skills and ways of life alive or not?,T12,Claim,technology may have a detrimental effect on the traditional lifestyles
essay66,Technology keeps traditional skills and ways of life alive or not?,T13,Premise,"people, especially youngsters, are crazier about fresh and advanced things, such as digital products, thus becoming indifferent to traditional techniques"
essay66,Technology keeps traditional skills and ways of life alive or not?,T14,Premise,people tend to follow the trend back to the tradition in the recent years
essay67,Creative Artists,T1,MajorClaim,freedom of expressing thoughts and ideas should always be eulogized and it's rather iniquitous to impose a shackle on artists' will to create
essay67,Creative Artists,T2,Claim,the notion of being afraid of social misleading is unjustified
essay67,Creative Artists,T3,Premise,"art inevitably involves imagination, exaggeration and sometimes is purely fabricated"
essay67,Creative Artists,T4,Premise,"regardless of whether the work of art is based on truth or not, it is the public's authority to determine how to interpret its meaning"
essay67,Creative Artists,T5,Premise,"If the art displays unreality, the public audiences certainly have the acumen to recognise its untruthfulness and only appreciate its art value"
essay67,Creative Artists,T6,Claim,One of the major concerns against freeing artists' creation derives from the fear of social misleading which would destabilize the society
essay67,Creative Artists,T7,Premise,the audiences have their own judgement and are not likely to be misled or influenced by some art work
essay67,Creative Artists,T8,Premise,"some of the art work may contain negative implications such as insanity, violence, eroticism etc"
essay67,Creative Artists,T9,Claim,restrictions on exposure to adolescents should apply
essay67,Creative Artists,T10,Premise,adolescents are not mature enough to avoid being led astray by these contents
essay67,Creative Artists,T11,Premise,"in the case of adults being the audience, there's really nothing to hide"
essay67,Creative Artists,T12,Premise,these negative things objectively exist on this planet
essay67,Creative Artists,T13,Premise,it is impossible for adults to be brain-washed only because of some pieces of creative art
essay67,Creative Artists,T14,Claim,I do not root for the idea that restrictions should be put on artists work
essay67,Creative Artists,T15,Claim,they should be encouraged to express their innovative ideas
essay67,Creative Artists,T16,Premise,this world needs them to make itself colourful
essay68,should goverment control media crime,T1,MajorClaim,it is time for the government to take action to control the proliferation of violent scenes in media
essay68,should goverment control media crime,T2,Premise,our society is occupied with the violent scenes and plots at present
essay68,should goverment control media crime,T3,Claim,What the government should do immediately is to strengthen censorship to control the amount of violence in media
essay68,should goverment control media crime,T5,Claim,"This will definitely set a bad example for the immature audiences who, lacking correct parental guidance and abilities to differentiate the right from wrong, are prone to go astray by imitating the violent behaviours and committing real violent crimes"
essay68,should goverment control media crime,T6,Premise,they regard the violence as reasonable and justifiable
essay68,should goverment control media crime,T7,Premise,violence in the media is often portrayed as extreme as possible in order to attract audiences
essay68,should goverment control media crime,T9,Premise,"media, such as TV or film, is considered as the correct information source regulated by the government"
essay68,should goverment control media crime,T10,Premise,It should be reporting and reflecting true phenomenon in the society
essay68,should goverment control media crime,T11,Claim,excessive violence would offer misleading information to the public and exert detrimental influence to the society as well
essay68,should goverment control media crime,T12,Premise,"It is recently reported in the news that a seventeen-year-old boy killed all his family members, one sister and two parents out of hatred and jealousy"
essay68,should goverment control media crime,T8,Premise,"Violence, as one of the facts in the real world, certainly has to be reported"
essay68,should goverment control media crime,T4,Premise,the violent crime rate will rise continuously and out of control someday
essay68,should goverment control media crime,T13,Premise,we are inclined to take extreme approach to tackle a small problem due to excessive violence exposure
essay69,Nowadays there are more opportunities for women than there were in the past,T1,Claim,"This, contrary to some ideas, is a positive progress in human society"
essay69,Nowadays there are more opportunities for women than there were in the past,T2,Claim,the fairness between males and females is inevitable in such a developed society
essay69,Nowadays there are more opportunities for women than there were in the past,T3,Premise,Gone are the days when women could do nothing rather than stick to boring house work and take care of children
essay69,Nowadays there are more opportunities for women than there were in the past,T4,Premise,Women nowadays are much more active
essay69,Nowadays there are more opportunities for women than there were in the past,T5,Premise,"they may be successful businessmen, they join the political world, they become scientists and so on"
essay69,Nowadays there are more opportunities for women than there were in the past,T6,Premise,"the ""weaker"" gender as often be thought has enough right as well as ability to contribute to the development of human beings just like any other men"
essay69,Nowadays there are more opportunities for women than there were in the past,T7,Premise,they even perform better in some fields
essay69,Nowadays there are more opportunities for women than there were in the past,T8,Claim,the revolution in females' right has brought about many benefits not only to themselves but society as well
essay69,Nowadays there are more opportunities for women than there were in the past,T9,Premise,"The financial burden of families, for instance, has decreased significantly with both the wives and the husbands working to earn money"
essay69,Nowadays there are more opportunities for women than there were in the past,T10,Premise,women have the outstanding instinct to take up some careers lie healthcare or human resource management due to their patience and elaboration
essay69,Nowadays there are more opportunities for women than there were in the past,T11,Claim,women should find the best way to overcome such challenges
essay69,Nowadays there are more opportunities for women than there were in the past,T12,Premise,"under many circumstances, women find it difficult to balance their work and their traditional role as the wives"
essay69,Nowadays there are more opportunities for women than there were in the past,T13,Premise,children might enjoy less care from parents as they arre both busy with theit work
essay69,Nowadays there are more opportunities for women than there were in the past,T14,Premise,everything has it upside and downside
essay69,Nowadays there are more opportunities for women than there were in the past,T15,Claim,such changes do lead to some negative results like an upward trend in divorce rate
essay69,Nowadays there are more opportunities for women than there were in the past,T16,MajorClaim,in a society where females are given equal opportunities compared with males would obviously enjoy lots of benefits far outweighing its obstacles
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T1,Premise,the impacts for those pollution and traffic issues are extremely far-reaching
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T2,Claim,it is insufficient to increase the petrol price only to solve problems
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T3,Premise,it is a promising method
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T4,Premise,governments have a macro-economic perspective to control price in various areas according to social demands
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T5,Claim,it seems not easy to increase petrol price instantly
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T6,Premise,"pollutions are not just caused by the burning of oil, chemical pollutants, extra lights, also constitute considerable amount of pollution"
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T7,Premise,"the improvements of work efficiency also attribute to the speed-up of working pace, resulting in traffic jams during rush-hours"
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T8,Claim,several other solutions can be introduced to assist in reducing pollution and traffic problems
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T9,Premise,"authorities should spare no efforts in improving public transportation facilities, such as constructing more bus lines, in order to reducing the usage of private cars"
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T10,Premise,"temporarily targets should be set, with regard to the limitations of pollutants in a certain period of time, for example, a season"
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T11,Premise,with supervisory institutions built to find and address problems
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T12,Premise,cultivating a sense of environmental protection would also work out
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T13,Premise,it might not be into effect immediately
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T14,Premise,"in the long run, it would be a wise choice"
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T15,MajorClaim,addressing pollution and traffic issues only by increasing oil price Is not adequate
essay70,Growing traffic & pollution can be controlled by increasing petrol prices,T16,Premise,"improving transportation facilities and building supervisory institution would be preferable, plus with the awareness of environmental protection being raised"
essay71,should all the advertisements be banned?,T1,MajorClaim,we can not overlook other merits the advertisements bring
essay71,should all the advertisements be banned?,T2,Claim,it is unfair to restrict those public service advertisements which are creative and inspiring
essay71,should all the advertisements be banned?,T3,Premise,"they are not in the purpose of making profits but taking a role of disseminating valued culture, good moral traits and calling for helps for the disabled and the poor"
essay71,should all the advertisements be banned?,T4,Premise,publicizing brand image or a particular product of mass media could boost sales for companies
essay71,should all the advertisements be banned?,T5,Claim,it could simulate household spending and therefore promote the economic development of the whole country
essay71,should all the advertisements be banned?,T6,Premise,"A recent study shows that after launching an advertising campaign, the sales revenue would increase by 40%, which is the very fact to verify its positive influences on economic"
essay71,should all the advertisements be banned?,T7,Claim,"That is not to say, however, that advertisements have no downsides"
essay71,should all the advertisements be banned?,T8,Premise,the advertising expenses lead to a higher product price
essay71,should all the advertisements be banned?,T9,Premise,"some of them express fake information, creating information asymmetry between consumers and companies"
essay71,should all the advertisements be banned?,T10,Premise,its merits still outweigh these downsides
essay71,should all the advertisements be banned?,T11,Claim,advertisements have its social responsibility and contribute to economic growth
essay71,should all the advertisements be banned?,T12,Claim,"if those with exaggerated and fake information could be banned, advertisements would be welcomed by more"
essay72,Those who use drugs should be automatically sentenced to time in prison,T1,Claim,I disagree to the aforementioned resolution
essay72,Those who use drugs should be automatically sentenced to time in prison,T2,Claim,some of the addicts do turn over a new leaf at the prison
essay72,Those who use drugs should be automatically sentenced to time in prison,T3,Premise,"once they return to the society, they tend to relapse and get involved in drugs again"
essay72,Those who use drugs should be automatically sentenced to time in prison,T4,Premise,"in the prisons, there would not be any programs or talks that can enlighten and transform them as well as change their perspectives towards drugs"
essay72,Those who use drugs should be automatically sentenced to time in prison,T5,Premise,all the efforts of putting them behind bars are simply in vain
essay72,Those who use drugs should be automatically sentenced to time in prison,T6,Premise,"if the addicts are sent to rehabilitation centres, they will treated for their addiction"
essay72,Those who use drugs should be automatically sentenced to time in prison,T7,Premise,counselors can provide them with counseling and motivation to help them build a new life
essay72,Those who use drugs should be automatically sentenced to time in prison,T8,Claim,"with more public awareness, drug abuse can be certainly be reduced and eventually brought to a halt without having to put the addicts into jail"
essay72,Those who use drugs should be automatically sentenced to time in prison,T9,Premise,"if the drug addicts are not given intense punishment, they will not change and continue to misuse drugs"
essay72,Those who use drugs should be automatically sentenced to time in prison,T10,Premise,this is mainly due to the society not accepting the prisoners as a part of them
essay72,Those who use drugs should be automatically sentenced to time in prison,T11,Premise,"If only the society or the people surrounding the addicts give them a second chance, I am sure that they will never abuse drugs once more"
essay72,Those who use drugs should be automatically sentenced to time in prison,T12,Premise,The support alone is not sufficient
essay72,Those who use drugs should be automatically sentenced to time in prison,T13,Premise,They can also report to the concerned parties about any misuse of drugs at the residential areas
essay72,Those who use drugs should be automatically sentenced to time in prison,T14,Premise,Everyone of us deserves a second chance in life
essay72,Those who use drugs should be automatically sentenced to time in prison,T15,Premise,we are human beings and we learn from our mistakes
essay72,Those who use drugs should be automatically sentenced to time in prison,T16,Claim,"the society should allow leniency for people to experiment and learn, as long as it is on their own expenses"
essay72,Those who use drugs should be automatically sentenced to time in prison,T17,MajorClaim,sending the drug addicts to rehabilitation centres acts as a beacon of hope for the affected individuals and is also a crucial step in helping them redeem their lives and rejuvenate their lost hopes for a better future rather than sending them to prison
essay73,Is image more powerful than the written word?,T1,Premise,the importance of written word can never be denied
essay73,Is image more powerful than the written word?,T2,Premise,it is also another way of communication that is commonly used
essay73,Is image more powerful than the written word?,T3,MajorClaim,"I agree only to certain degree that in today's world, image serves as a more effective means of communication"
essay73,Is image more powerful than the written word?,T4,Claim,pictures can influence the way people think
essay73,Is image more powerful than the written word?,T5,Premise,nowadays horrendous images are displayed on the cigarette boxes to illustrate the consequences of smoking
essay73,Is image more powerful than the written word?,T6,Premise,"statistics show a slight reduction in the number of smokers, indicating that they realize the effects of the negative habit"
essay73,Is image more powerful than the written word?,T7,Premise,"the magnificent photograph captured by Kevin Carter, which portrayed a starving Sudanese child struck by extreme poverty has successfully highlighted the plight faced by the citizens in Sudan"
essay73,Is image more powerful than the written word?,T8,Premise,"images are also widely used in newspapers, magazines and advertisements"
essay73,Is image more powerful than the written word?,T9,Claim,images in the absence of words can obviously claim the attraction of many
essay73,Is image more powerful than the written word?,T10,Claim,written words are also vital in order to spread across certain messages
essay73,Is image more powerful than the written word?,T11,Premise,"With only pictures, everyone is left to their own interpretation on how they perceive the images"
essay73,Is image more powerful than the written word?,T12,Premise,this is different when words are used to explain what the illustration is about
essay73,Is image more powerful than the written word?,T13,Premise,the primary way of educating students is also by this way
essay73,Is image more powerful than the written word?,T14,Premise,Academic textbooks these days are laden with words besides pictures to guide the readers to comprehend better
essay73,Is image more powerful than the written word?,T15,Premise,"both images and words go hand in hand and one cannot wholly emphasise on only one aspect, either images or words"
essay73,Is image more powerful than the written word?,T16,Claim,"for a more meaningful communication, these two elements have their respective roles to play: image to exemplify and words to describe a particular subject"
essay74,Several languages are in danger of extinction,T1,Premise,"languages, especially oral language, are a quite major part of culture of a country"
essay74,Several languages are in danger of extinction,T2,Premise,It helps people distinguish between nations and even regions in a country
essay74,Several languages are in danger of extinction,T3,Premise,"The clearance of minority of language means that a national traditional, customs and habitants do not exist"
essay74,Several languages are in danger of extinction,T4,Claim,Governments should spend money on keeping and preserving these things for the rich diversity of cultures which make our world more interesting
essay74,Several languages are in danger of extinction,T5,Premise,it is a pride of the country with a rage of culture which is easy to educate people to love their country more
essay74,Several languages are in danger of extinction,T6,Claim,there are some drawbacks from saving minority languages
essay74,Several languages are in danger of extinction,T7,Premise,"there are a few people, particularly the youngsters, do not pay attention on collecting and studying those"
essay74,Several languages are in danger of extinction,T8,Premise,These kinds of languages are usually difficult and unpopular
essay74,Several languages are in danger of extinction,T9,Premise,"the preservations need a long time to gather, restore all information as well as train in the educational centre"
essay74,Several languages are in danger of extinction,T10,Premise,"If they do not try their best, their protection can be halted and waste of money"
essay74,Several languages are in danger of extinction,T11,MajorClaim,all languages should be preserved and developed as much as possible
essay74,Several languages are in danger of extinction,T12,Claim,All people should give a hand to do this better and governments play a vital role on encouraging and distributing those
essay75,Do arts and music improve the quality of life?,T1,MajorClaim,government should give priorities to invest more money on the basic social welfares such as education and housing instead of subsidizing arts relative programs
essay75,Do arts and music improve the quality of life?,T2,Claim,governments should attach heavier weight to other social issues such as education and housing needs
essay75,Do arts and music improve the quality of life?,T3,Premise,those are the most essential ways enable to make people a decent life
essay75,Do arts and music improve the quality of life?,T4,Premise,art could play an active role in improving the quality of people's lives
essay75,Do arts and music improve the quality of life?,T5,Claim,"Art is not the key determination of quality of life, but education is"
essay75,Do arts and music improve the quality of life?,T6,Premise,"In order to make people better off, it is more urgent for governments to commit money to some fundamental help such as setting more scholarships in education section for all citizens"
essay75,Do arts and music improve the quality of life?,T8,Claim,"art, to some extent, serve a valuable function about enriching one's daily lives"
essay75,Do arts and music improve the quality of life?,T9,Premise,it could bring release one's heavy burden of study pressure and refresh human bodies through a hard day from work
essay75,Do arts and music improve the quality of life?,T10,Premise,"it is unrealistic to pursuit of this high standard of life in many developing countries, in which the basic housing supply has still been a huge problem with plenty of lower income family have squeezed in a small tight room"
essay75,Do arts and music improve the quality of life?,T11,Premise,the pursuit of art seems unimportant at all
essay75,Do arts and music improve the quality of life?,T7,Premise,knowledge and wisdom is the guarantee of the enhancement of the quality of people's lives for a well-rounded social system
essay76,Government should be responsible for education and health care or not?,T1,MajorClaim,government should fund the deprived for their health care and education
essay76,Government should be responsible for education and health care or not?,T2,Claim,citizens available for the both should encourage the government to allocate money to more urgent areas
essay76,Government should be responsible for education and health care or not?,T3,Premise,the harmonious society calls for the joint efforts of the government and citizens
essay76,Government should be responsible for education and health care or not?,T4,Claim,it is the government that should be obligated to fund the health care and education for citizens
essay76,Government should be responsible for education and health care or not?,T5,Premise,"citizens enjoy the right to live in a harmonious and stable environment, which should be enabled by the government, the leader of the society"
essay76,Government should be responsible for education and health care or not?,T6,Premise,"If citizens had no access to health care and education, their physical health and psychological soundness would be at risk"
essay76,Government should be responsible for education and health care or not?,T7,Premise,"such people might fail to get cured in time, thus influencing their working efficiency, which would destabilize the production of the industry"
essay76,Government should be responsible for education and health care or not?,T8,Premise,"without sufficient guidance of teachers, these citizens might misbehave or even commit crimes, posing a threat to other citizens' security"
essay76,Government should be responsible for education and health care or not?,T9,Claim,the government should be accountable for citizens' health care and education to keep society safe and stable
essay76,Government should be responsible for education and health care or not?,T10,Claim,it is a waste of public money for the government to subsidize health care and education of each citizen in society
essay76,Government should be responsible for education and health care or not?,T11,Premise,"a great number of people, in fact, have had the capacity to pay for the both privately"
essay76,Government should be responsible for education and health care or not?,T12,Premise,"the government should give priority to more pressing problems related to social members' wellbeing, such as soaring crime rate, AIDS epidemic or the shortage of infrastructure, which are requiring financial resources from the government to address"
essay77,zoos should be banned,T1,MajorClaim,zoos have irreplaceable benefits
essay77,zoos should be banned,T2,Claim,"In order to protect animals, from my perspective, zoos offer a good man-made environment which could prolong the life span of wild animals and cultivate the notion of protecting animals"
essay77,zoos should be banned,T3,Claim,What the zoos should do is improvement of the management system and use the income wisely in preserving wild animals better
essay77,zoos should be banned,T4,Claim,zoo is a good alternative choice for protecting animals
essay77,zoos should be banned,T5,Premise,various animals could be better protected by specialized staff
essay77,zoos should be banned,T6,Premise,"Once the animal got sick, professional vet will help them promptly"
essay77,zoos should be banned,T7,Premise,"Thanks to the considerate care, the diversity of wild animal could be guaranteed"
essay77,zoos should be banned,T8,Premise,"our environment is damaged day by day due to the fact that excessive pursuit of economic development at expense of eco-system, which pose a great threat to the survival of wild animals"
essay77,zoos should be banned,T9,Claim,"zoos afford a platform to education teenagers, helping to establish eco-friendly behavior towards animals"
essay77,zoos should be banned,T10,Premise,"In the zoos, even though wild animals are caged, they have capability to walk in a limited area"
essay77,zoos should be banned,T11,Premise,"When children pay a visit to the zoos, they still could observe the eating behavior or leisure activities among animals, which would definitely enrich their knowledge associated with different animals"
essay77,zoos should be banned,T12,Premise,children could acquire the information regarding how to protect wild animals according to guided tour or volunteers
essay77,zoos should be banned,T13,Claim,some zoos are lack of systematic management
essay77,zoos should be banned,T14,Premise,numerous wild animals die because of food shortage
essay77,zoos should be banned,T15,Premise,being caged in the zoos for long render wildlife lost the ability to survive in nature where is full of cruel competition among various animals
essay78,economic development vs environment,T1,MajorClaim,flourishing economies can go hand in hand with environmental preservation
essay78,economic development vs environment,T2,Claim,thriving economies and the preservation of ecosystems can be promoted simultaneously
essay78,economic development vs environment,T3,Claim,"the developed countries should support the underdeveloped areas by providing financial resources, technologies and experience"
essay78,economic development vs environment,T4,Premise,the environmental problems can be effectively alleviated in these areas
essay78,economic development vs environment,T5,Premise,"these needy countries lack adequate financial and human resources, advanced technologies and experience"
essay78,economic development vs environment,T6,Premise,they have to rely on natural resources to maintain their living standards
essay78,economic development vs environment,T7,Premise,people in the poverty-stricken areas are not likely to be equipped with knowledge to preserve the ecosystems
essay78,economic development vs environment,T8,Claim,the economic development and environmental protection can be conflicting
essay78,economic development vs environment,T9,Premise,"some countries may place economic developments ahead of environmental protection, thus ruining the local environments"
essay78,economic development vs environment,T10,Premise,"With people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favourable impression on customers today, triggering sales"
essay78,economic development vs environment,T11,Premise,electronic bicycles powered by clean energy resources have been well received among people in recent years
essay78,economic development vs environment,T12,Claim,the booming economy can be closely linked to the preservation of the environment
essay78,economic development vs environment,T13,Premise,"If a firm is environmentally conscious, it may have to make optimal use of its resources to improve its production lines and equipment, which can boost productivity"
essay78,economic development vs environment,T14,Premise,"without the requirement of environmental preservation, the firm would still consume a vast amount of energy which constitutes a large part of its operational costs, being a hurdle to the economic develpment"
essay78,economic development vs environment,T15,Premise,taking environmental consequences seriously can enhance working efficiencies
essay78,economic development vs environment,T16,Claim,it may spur its economic development
essay78,economic development vs environment,T17,Premise,"unchecked and reckless uses of the local raw materials may happen, which can put a strain on the natural resources"
essay79,"Government should spend money on ARTs, not only on public services",T1,MajorClaim,arts are supposed to be included in the government's investment as well
essay79,"Government should spend money on ARTs, not only on public services",T2,Claim,public services and facilities are an integral part of the government expenditure
essay79,"Government should spend money on ARTs, not only on public services",T3,Claim,the authorities should also respect the value of arts which are individually and socially advantageous
essay79,"Government should spend money on ARTs, not only on public services",T4,Premise,"the government plays the role of a leader among citizens, which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable"
essay79,"Government should spend money on ARTs, not only on public services",T5,Premise,"public services such as education system or medical care can meet people's basic demand of survival, security and knowledge, thus making them feel comfortable, which can lower the crime rate"
essay79,"Government should spend money on ARTs, not only on public services",T6,Claim,public services and facilities should be given adequate attention by the authorities to maintain social stability
essay79,"Government should spend money on ARTs, not only on public services",T7,Claim,the government should give priority to public services and facilities
essay79,"Government should spend money on ARTs, not only on public services",T8,Premise,arts can enrich people's cultural lives
essay79,"Government should spend money on ARTs, not only on public services",T9,Premise,people are increasingly occupied with their work and studies due to the stiff competition
essay79,"Government should spend money on ARTs, not only on public services",T10,Premise,"they require various entertainment such as music, movies or books to them ease their minds and release pressure"
essay79,"Government should spend money on ARTs, not only on public services",T11,Premise,"Without arts, people would be at risk of suffering psychological problems"
essay79,"Government should spend money on ARTs, not only on public services",T12,Claim,arts should by no means been disregarded by the government
essay79,"Government should spend money on ARTs, not only on public services",T13,Premise,"This means preserving local arts may promote the preservation of the local cultural heritage, which not only helps the local people have a sense of belonging but also contributes to the booming local tourism industry"
essay79,"Government should spend money on ARTs, not only on public services",T14,Claim,funding arts is beneficial to the local cultural and economic development
essay79,"Government should spend money on ARTs, not only on public services",T15,Premise,Cultural heritage constitutes an essential part of arts
essay79,"Government should spend money on ARTs, not only on public services",T16,Claim,arts serve cultural and economic purposes
essay80,Keeping animals in zoos,T1,MajorClaim,more good come from zoos than bad
essay80,Keeping animals in zoos,T2,Claim,the standards of zoos should be leveled up to ensure that the animals in zoos are provided with good care and attention
essay80,Keeping animals in zoos,T3,Claim,keeping animals in captivity is wrong
essay80,Keeping animals in zoos,T4,Premise,animals should be considered non-human persons
essay80,Keeping animals in zoos,T5,Premise,they should have the right of having freedom
essay80,Keeping animals in zoos,T6,Premise,This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures
essay80,Keeping animals in zoos,T7,Premise,"many zoos, especially the ones in developing countries, do not provide care and attention which their animals require"
essay80,Keeping animals in zoos,T8,Premise,The animals are often undernourished and do not have sufficient quality and quantity of medical treatment
essay80,Keeping animals in zoos,T9,Premise,sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe
essay80,Keeping animals in zoos,T10,Claim,zoos are needed to keep the nature balanced
essay80,Keeping animals in zoos,T11,Claim,zoos provide the public with good entertainment and also help to ensure the balance of the ecology
essay80,Keeping animals in zoos,T12,Premise,"Many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world"
essay80,Keeping animals in zoos,T13,Premise,Zoos provide educational information about the lives of different animals to the public
essay80,Keeping animals in zoos,T14,Premise,zoos play an important role in reserving many breeds of animal and preventing them from being missing from life
essay80,Keeping animals in zoos,T15,Premise,"in zoos, animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters"
essay81,Artists' freedom to express ideas,T1,MajorClaim,the artists must be given freedom
essay81,Artists' freedom to express ideas,T2,Premise,they will produce some really marvelous masterpiece
essay81,Artists' freedom to express ideas,T3,Claim,"without any limitations, there will be more awe inspiring work from our artists"
essay81,Artists' freedom to express ideas,T4,Premise,"if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run"
essay81,Artists' freedom to express ideas,T5,Premise,"when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular Arts such as paintings or movies"
essay81,Artists' freedom to express ideas,T6,Premise,paintings by Da Vinci and Michallengo are admired even till now
essay81,Artists' freedom to express ideas,T7,Premise,they were not restricted during those times
essay81,Artists' freedom to express ideas,T8,Premise,it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation
essay81,Artists' freedom to express ideas,T9,Premise,many countries make numerous efforts to show that they are democratic countries
essay81,Artists' freedom to express ideas,T10,Premise,Arts is one of the ways that can be used to criticise social problems and government policies in a particular country
essay81,Artists' freedom to express ideas,T11,Premise,the famous movie '3 Idiots' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn
essay81,Artists' freedom to express ideas,T12,Claim,human rights is violated if artists are not allowed to express their feelings freely
essay81,Artists' freedom to express ideas,T13,Claim,there are certain drawbacks if artists are not restricted
essay81,Artists' freedom to express ideas,T14,Premise,They might go deeper into certain aspects that can cause controversies in a country
essay81,Artists' freedom to express ideas,T15,Premise,Malaysia is a multiracial country whereby all the citizens live together in harmony and peace
essay81,Artists' freedom to express ideas,T16,Premise,"In case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society"
essay81,Artists' freedom to express ideas,T17,Premise,I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts
essay81,Artists' freedom to express ideas,T18,Claim,there should not be any restrictions on artists' work
essay81,Artists' freedom to express ideas,T19,Premise,Allowing them to think freely will give them an opportunity to express themselves as ideas can naturally flow when there are no limitations
essay81,Artists' freedom to express ideas,T20,Premise,freedom to express ideas can bring some negative effects
essay81,Artists' freedom to express ideas,T21,Premise,there are many wonderful and beautiful Arts due to the freedom to express ideas
essay81,Artists' freedom to express ideas,T22,Claim,I strongly believe there should be no restrictions on them
essay82,Advertising - positive or negative part of our lives,T1,Premise,more good comes from advertising than bad
essay82,Advertising - positive or negative part of our lives,T2,MajorClaim,the idea that advertising is a positive part of life can be more supported
essay82,Advertising - positive or negative part of our lives,T3,Premise,both of the views have strong support
essay82,Advertising - positive or negative part of our lives,T5,Premise,advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more
essay82,Advertising - positive or negative part of our lives,T6,Premise,"Advertisements are, therefore, very important for many businesses to increase sales and hence profits"
essay82,Advertising - positive or negative part of our lives,T7,Premise,"to consumers, advertising can bring them many benefits"
essay82,Advertising - positive or negative part of our lives,T9,Premise,they can compare them and then have a better decision in choosing their internet or mobile phone plans
essay82,Advertising - positive or negative part of our lives,T10,Premise,a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses
essay82,Advertising - positive or negative part of our lives,T11,Premise,"this is generally known as spam, and causes discomfort or even annoyance to many people"
essay82,Advertising - positive or negative part of our lives,T12,Premise,advertising can be very expensive and not every advertising campaign can be done successfully and brings good results
essay82,Advertising - positive or negative part of our lives,T13,Claim,some people have argued against advertising due to its negative impacts
essay82,Advertising - positive or negative part of our lives,T14,Premise,"advertising is believed by many, a financial burden to businesses"
essay82,Advertising - positive or negative part of our lives,T15,Premise,advertising has brought great benefits to lives
essay82,Advertising - positive or negative part of our lives,T16,Claim,it should be considered a positive activity
essay82,Advertising - positive or negative part of our lives,T8,Premise,customers of telecommunication services will have an idea about the current offers of different companies
essay82,Advertising - positive or negative part of our lives,T4,Claim,it is easy to see why the idea that advertising is a positive part of life will garner strong support
essay83,The nuclear power provide clean and cheap energy,T1,MajorClaim,I find myself aligned with opponenets of the usages of nuclear power
essay83,The nuclear power provide clean and cheap energy,T2,Claim,pursuit of nuclear technology one way or the other leads towards atomic weapons
essay83,The nuclear power provide clean and cheap energy,T3,Premise,Last centuary has witnesed the horrors of such weapons
essay83,The nuclear power provide clean and cheap energy,T4,Premise,If each country pursues the fusion and fission process some of them may try to mold it for millitary usage
